type,oc_dt,oc_p1
案類,發生日期,發生地點
住宅竊盜,1061001,台北市內湖區
住宅竊盜,1061001,台南市佳里區
住宅竊盜,1061001,花蓮縣萬榮鄉
住宅竊盜,1061001,台北市中正區
住宅竊盜,1061001,台中市豐原區
住宅竊盜,1061001,台南市下營區
住宅竊盜,1061001,桃園市桃園區
住宅竊盜,1061001,桃園市八德區
住宅竊盜,1061002,新北市鶯歌區
住宅竊盜,1061002,台北市萬華區
住宅竊盜,1061002,台中市神岡區
住宅竊盜,1061002,屏東縣屏東市
住宅竊盜,1061002,苗栗縣頭份市
住宅竊盜,1061002,台南市歸仁區
住宅竊盜,1061002,雲林縣北港鎮
住宅竊盜,1061002,宜蘭縣宜蘭市
住宅竊盜,1061002,新北市汐止區
住宅竊盜,1061002,新北市板橋區
住宅竊盜,1061002,基隆市信義區
住宅竊盜,1061002,屏東縣屏東市
住宅竊盜,1061002,新北市土城區
住宅竊盜,1061003,台南市西港區
住宅竊盜,1061003,台南市北區
住宅竊盜,1061003,新北市土城區
住宅竊盜,1061003,台北市南港區
住宅竊盜,1061003,台北市文山區
住宅竊盜,1061004,新竹市東區
住宅竊盜,1061004,新北市板橋區
住宅竊盜,1061004,雲林縣斗六市
住宅竊盜,1061004,台北市萬華區
住宅竊盜,1061004,新北市三重區
住宅竊盜,1061004,雲林縣北港鎮
住宅竊盜,1061004,桃園市龜山區
住宅竊盜,1061004,台中市西屯區
住宅竊盜,1061004,苗栗縣造橋鄉
住宅竊盜,1061004,新北市板橋區
住宅竊盜,1061004,台北市信義區
住宅竊盜,1061004,台北市萬華區
住宅竊盜,1061004,高雄市鳥松區
住宅竊盜,1061004,台北市信義區
住宅竊盜,1061004,基隆市中正區
住宅竊盜,1061005,新竹市東區
住宅竊盜,1061005,新北市板橋區
住宅竊盜,1061005,桃園市龜山區
住宅竊盜,1061005,台南市麻豆區
住宅竊盜,1061005,台北市士林區
住宅竊盜,1061005,高雄市路竹區
住宅竊盜,1061005,雲林縣斗六市
住宅竊盜,1061006,彰化縣鹿港鎮
住宅竊盜,1061006,屏東縣佳冬鄉
住宅竊盜,1061006,桃園市桃園區
住宅竊盜,1061006,台北市萬華區
住宅竊盜,1061006,新北市永和區
住宅竊盜,1061006,台北市中正區
住宅竊盜,1061006,屏東縣屏東市
住宅竊盜,1061006,金門縣金城鎮
住宅竊盜,1061006,台北市中正區
住宅竊盜,1061007,新北市中和區
住宅竊盜,1061007,高雄市鳳山區
住宅竊盜,1061007,新竹縣寶山鄉
住宅竊盜,1061007,屏東縣屏東市
住宅竊盜,1061007,台北市北投區
住宅竊盜,1061007,南投縣草屯鎮
住宅竊盜,1061007,新北市中和區
住宅竊盜,1061007,雲林縣虎尾鎮
住宅竊盜,1061007,南投縣竹山鎮
住宅竊盜,1061008,新北市板橋區
住宅竊盜,1061008,新北市永和區
住宅竊盜,1061008,台中市大里區
住宅竊盜,1061008,新竹市東區
住宅竊盜,1061008,雲林縣麥寮鄉
住宅竊盜,1061009,新北市板橋區
住宅竊盜,1061009,高雄市林園區
住宅竊盜,1061009,新竹市東區
住宅竊盜,1061009,桃園市龜山區
