type,oc_dt,oc_p1
案類,發生日期,發生地點
住宅竊盜,1060101,台北市信義區
住宅竊盜,1060101,台北市士林區
住宅竊盜,1060101,台北市南港區
住宅竊盜,1060101,高雄市三民區
住宅竊盜,1060101,屏東縣屏東市
住宅竊盜,1060101,雲林縣台西鄉
住宅竊盜,1060101,台北市中山區
住宅竊盜,1060101,南投縣竹山鎮
住宅竊盜,1060102,台南市柳營區
住宅竊盜,1060102,新北市泰山區
住宅竊盜,1060102,雲林縣水林鄉
住宅竊盜,1060102,花蓮縣花蓮市
住宅竊盜,1060102,雲林縣斗南鎮
住宅竊盜,1060102,新北市五股區
住宅竊盜,1060102,台中市西屯區
住宅竊盜,1060102,新北市新莊區
住宅竊盜,1060102,台北市中山區
住宅竊盜,1060102,南投縣埔里鎮
住宅竊盜,1060102,新北市新店區
住宅竊盜,1060102,新北市新莊區
住宅竊盜,1060103,台南市歸仁區
住宅竊盜,1060103,新竹市東區
住宅竊盜,1060103,基隆市仁愛區
住宅竊盜,1060103,新竹縣新豐鄉
住宅竊盜,1060103,南投縣草屯鎮
住宅竊盜,1060103,台南市永康區
住宅竊盜,1060103,新北市板橋區
住宅竊盜,1060103,南投縣草屯鎮
住宅竊盜,1060103,苗栗縣大湖鄉
住宅竊盜,1060103,宜蘭縣五結鄉
住宅竊盜,1060103,新竹縣芎林鄉
住宅竊盜,1060104,新北市新店區
住宅竊盜,1060104,高雄市左營區
住宅竊盜,1060105,台南市佳里區
住宅竊盜,1060105,台北市信義區
住宅竊盜,1060105,新北市中和區
住宅竊盜,1060105,台北市內湖區
住宅竊盜,1060105,台南市永康區
住宅竊盜,1060105,台北市萬華區
住宅竊盜,1060105,新竹市北區
住宅竊盜,1060105,桃園市八德區
住宅竊盜,1060105,新竹市香山區
住宅竊盜,1060106,台南市新化區
住宅竊盜,1060106,雲林縣莿桐鄉
住宅竊盜,1060106,苗栗縣公館鄉
住宅竊盜,1060106,新北市中和區
住宅竊盜,1060106,新北市土城區
住宅竊盜,1060106,新北市深坑區
住宅竊盜,1060106,台北市內湖區
住宅竊盜,1060106,屏東縣屏東市
住宅竊盜,1060106,雲林縣麥寮鄉
住宅竊盜,1060106,新竹市香山區
住宅竊盜,1060106,雲林縣虎尾鎮
住宅竊盜,1060106,桃園市龜山區
住宅竊盜,1060107,雲林縣水林鄉
住宅竊盜,1060107,嘉義市西區
住宅竊盜,1060107,桃園市龜山區
住宅竊盜,1060107,雲林縣崙背鄉
住宅竊盜,1060107,台北市士林區
住宅竊盜,1060107,花蓮縣新城鄉
住宅竊盜,1060107,新北市新莊區
住宅竊盜,1060107,台南市仁德區
住宅竊盜,1060108,台南市學甲區
住宅竊盜,1060108,嘉義市西區
住宅竊盜,1060108,新竹市東區
住宅竊盜,1060108,彰化縣埔心鄉
住宅竊盜,1060108,台南市歸仁區
住宅竊盜,1060108,雲林縣土庫鎮
住宅竊盜,1060109,基隆市七堵區
住宅竊盜,1060109,新北市三重區
住宅竊盜,1060109,新北市淡水區
住宅竊盜,1060109,新竹縣竹北市
住宅竊盜,1060109,台北市南港區
住宅竊盜,1060109,台南市仁德區
住宅竊盜,1060109,雲林縣虎尾鎮
住宅竊盜,1060109,桃園市大園區
住宅竊盜,1060109,高雄市美濃區
住宅竊盜,1060109,桃園市蘆竹區
住宅竊盜,1060110,雲林縣斗六市
住宅竊盜,1060110,屏東縣屏東市
住宅竊盜,1060110,桃園市蘆竹區
住宅竊盜,1060110,新北市三重區
住宅竊盜,1060110,台北市萬華區
住宅竊盜,1060110,台北市萬華區
住宅竊盜,1060110,台中市大雅區
住宅竊盜,1060110,新北市汐止區
住宅竊盜,1060110,新北市三重區
住宅竊盜,1060110,高雄市楠梓區
住宅竊盜,1060111,金門縣金湖鎮
住宅竊盜,1060111,南投縣埔里鎮
住宅竊盜,1060111,南投縣草屯鎮
住宅竊盜,1060111,新北市泰山區
