type,oc_dt,oc_p1
案類,發生日期,發生地點
住宅竊盜,1040401,新北市中和區
住宅竊盜,1040401,台中市大雅區
住宅竊盜,1040401,台北市士林區
住宅竊盜,1040401,新北市三重區
住宅竊盜,1040401,彰化縣埔鹽鄉
住宅竊盜,1040401,新北市三峽區
住宅竊盜,1040401,台北市士林區
住宅竊盜,1040401,台南市永康區
住宅竊盜,1040401,新竹縣新豐鄉
住宅竊盜,1040401,台中市后里區
住宅竊盜,1040401,南投縣名間鄉
住宅竊盜,1040401,新北市中和區
住宅竊盜,1040401,新北市土城區
住宅竊盜,1040402,雲林縣西螺鎮
住宅竊盜,1040402,新北市新莊區
住宅竊盜,1040402,基隆市暖暖區
住宅竊盜,1040402,屏東縣新園鄉
住宅竊盜,1040402,雲林縣麥寮鄉
住宅竊盜,1040402,南投縣南投市
住宅竊盜,1040402,雲林縣斗六市
住宅竊盜,1040402,新北市泰山區
住宅竊盜,1040402,苗栗縣苑裡鎮
住宅竊盜,1040402,彰化縣二林鎮
住宅竊盜,1040402,花蓮縣瑞穗鄉
住宅竊盜,1040403,新北市汐止區
住宅竊盜,1040403,基隆市暖暖區
住宅竊盜,1040403,台南市永康區
住宅竊盜,1040403,台南市安平區
住宅竊盜,1040403,彰化縣員林鎮
住宅竊盜,1040403,新北市林口區
住宅竊盜,1040404,台北市文山區
住宅竊盜,1040404,台南市將軍區
住宅竊盜,1040404,台北市松山區
住宅竊盜,1040404,高雄市鳳山區
住宅竊盜,1040404,台南市永康區
住宅竊盜,1040404,苗栗縣南庄鄉
住宅竊盜,1040404,基隆市中正區
住宅竊盜,1040404,新北市土城區
住宅竊盜,1040404,桃園市桃園區
住宅竊盜,1040405,新北市瑞芳區
住宅竊盜,1040405,台北市文山區
住宅竊盜,1040405,台南市安平區
住宅竊盜,1040405,台北市松山區
住宅竊盜,1040405,新北市深坑區
住宅竊盜,1040405,台北市內湖區
住宅竊盜,1040405,南投縣草屯鎮
住宅竊盜,1040405,苗栗縣頭屋鄉
住宅竊盜,1040405,雲林縣元長鄉
住宅竊盜,1040405,新北市永和區
住宅竊盜,1040405,台南市中西區
住宅竊盜,1040405,台北市大同區
住宅竊盜,1040406,南投縣草屯鎮
住宅竊盜,1040406,嘉義市西區
住宅竊盜,1040406,苗栗縣苗栗市
住宅竊盜,1040406,台南市北區
住宅竊盜,1040406,新北市新莊區
住宅竊盜,1040406,新北市新莊區
住宅竊盜,1040406,基隆市信義區
住宅竊盜,1040406,雲林縣莿桐鄉
住宅竊盜,1040406,新北市金山區
住宅竊盜,1040406,花蓮縣花蓮市
住宅竊盜,1040406,台中市北屯區
住宅竊盜,1040407,台南市白河區
住宅竊盜,1040407,台北市萬華區
住宅竊盜,1040407,台南市北區
住宅竊盜,1040407,新北市新莊區
住宅竊盜,1040407,新北市三重區
住宅竊盜,1040407,台南市仁德區
住宅竊盜,1040407,台北市內湖區
住宅竊盜,1040407,新北市板橋區
住宅竊盜,1040407,基隆市仁愛區
住宅竊盜,1040407,台南市安平區
住宅竊盜,1040407,南投縣竹山鎮
住宅竊盜,1040407,台南市北區
住宅竊盜,1040407,宜蘭縣羅東鎮
住宅竊盜,1040408,新北市板橋區
住宅竊盜,1040408,台北市中正區
住宅竊盜,1040408,新北市永和區
住宅竊盜,1040408,雲林縣水林鄉
住宅竊盜,1040408,苗栗縣苗栗市
住宅竊盜,1040408,基隆市中正區
住宅竊盜,1040408,桃園市桃園區
住宅竊盜,1040408,新北市板橋區
住宅竊盜,1040408,新北市板橋區
住宅竊盜,1040408,新北市新莊區
住宅竊盜,1040408,新竹市東區
住宅竊盜,1040409,高雄市鳥松區
住宅竊盜,1040409,新北市土城區
住宅竊盜,1040409,新北市新莊區
住宅竊盜,1040409,台北市中山區
住宅竊盜,1040409,桃園市桃園區
住宅竊盜,1040409,台南市關廟區
住宅竊盜,1040409,苗栗縣苑裡鎮
住宅竊盜,1040409,宜蘭縣羅東鎮
住宅竊盜,1040409,苗栗縣通霄鎮
住宅竊盜,1040409,宜蘭縣礁溪鄉
住宅竊盜,1040409,新北市土城區
住宅竊盜,1040409,新北市貢寮區
住宅竊盜,1040410,台北市北投區
住宅竊盜,1040410,台南市中西區
住宅竊盜,1040410,嘉義縣水上鄉
住宅竊盜,1040410,雲林縣西螺鎮
住宅竊盜,1040410,雲林縣西螺鎮
住宅竊盜,1040410,新北市新莊區
住宅竊盜,1040410,新北市板橋區
住宅竊盜,1040410,嘉義市西區
住宅竊盜,1040410,台北市萬華區
住宅竊盜,1040411,雲林縣斗六市
住宅竊盜,1040411,新竹市北區
住宅竊盜,1040411,台南市永康區
住宅竊盜,1040412,新北市永和區
住宅竊盜,1040412,雲林縣西螺鎮
住宅竊盜,1040412,新北市新莊區
住宅竊盜,1040412,新北市板橋區
住宅竊盜,1040412,桃園市桃園區
住宅竊盜,1040412,宜蘭縣三星鄉
住宅竊盜,1040412,基隆市中正區
住宅竊盜,1040412,新北市三重區
住宅竊盜,1040412,新北市三重區
住宅竊盜,1040412,台南市歸仁區
住宅竊盜,1040413,台北市大同區
住宅竊盜,1040413,新北市中和區
住宅竊盜,1040413,新北市五股區
住宅竊盜,1040413,嘉義市西區
住宅竊盜,1040413,台中市東勢區
住宅竊盜,1040413,台南市安平區
住宅竊盜,1040413,新北市永和區
住宅竊盜,1040413,台中市潭子區
住宅竊盜,1040413,新北市三重區
住宅竊盜,1040413,嘉義縣太保市
住宅竊盜,1040413,新竹市東區
住宅竊盜,1040413,台南市仁德區
住宅竊盜,1040413,新竹縣橫山鄉
住宅竊盜,1040414,新北市土城區
住宅竊盜,1040414,雲林縣口湖鄉
住宅竊盜,1040414,新北市平溪區
住宅竊盜,1040414,宜蘭縣礁溪鄉
住宅竊盜,1040414,苗栗縣苗栗市
住宅竊盜,1040414,雲林縣口湖鄉
住宅竊盜,1040414,新北市瑞芳區
住宅竊盜,1040415,台南市安定區
住宅竊盜,1040415,台北市萬華區
住宅竊盜,1040415,基隆市安樂區
住宅竊盜,1040415,花蓮縣花蓮市
住宅竊盜,1040415,台北市萬華區
住宅竊盜,1040415,嘉義市西區
住宅竊盜,1040415,宜蘭縣三星鄉
住宅竊盜,1040416,南投縣南投市
住宅竊盜,1040416,台北市文山區
住宅竊盜,1040416,新北市鶯歌區
住宅竊盜,1040416,台中市大雅區
住宅竊盜,1040416,台北市士林區
住宅竊盜,1040416,苗栗縣竹南鎮
住宅竊盜,1040416,台北市北投區
住宅竊盜,1040416,新北市鶯歌區
住宅竊盜,1040416,台南市東區
住宅竊盜,1040416,南投縣竹山鎮
住宅竊盜,1040416,新北市新莊區
住宅竊盜,1040416,新北市深坑區
住宅竊盜,1040416,台北市南港區
住宅竊盜,1040417,台北市中山區
住宅竊盜,1040417,新竹市北區
住宅竊盜,1040417,台中市大雅區
住宅竊盜,1040417,台南市安定區
住宅竊盜,1040417,新北市樹林區
住宅竊盜,1040417,雲林縣台西鄉
住宅竊盜,1040417,桃園市龜山區
住宅竊盜,1040417,新北市新莊區
住宅竊盜,1040417,苗栗縣公館鄉
住宅竊盜,1040417,台南市永康區
住宅竊盜,1040417,基隆市七堵區
住宅竊盜,1040417,新北市三峽區
住宅竊盜,1040417,台南市東區
住宅竊盜,1040417,新竹縣芎林鄉
住宅竊盜,1040417,台北市北投區
