type,oc_dt,oc_p1
案類,發生日期,發生地點
住宅竊盜,1060701,新北市新店區
住宅竊盜,1060701,台南市南區
住宅竊盜,1060701,台中市東區
住宅竊盜,1060701,新北市蘆洲區
住宅竊盜,1060701,台南市永康區
住宅竊盜,1060701,桃園市八德區
住宅竊盜,1060701,雲林縣斗六市
住宅竊盜,1060701,新北市貢寮區
住宅竊盜,1060701,台中市大甲區
住宅竊盜,1060702,新北市五股區
住宅竊盜,1060702,新北市汐止區
住宅竊盜,1060702,高雄市杉林區
住宅竊盜,1060702,新北市泰山區
住宅竊盜,1060702,新北市板橋區
住宅竊盜,1060702,苗栗縣造橋鄉
住宅竊盜,1060702,花蓮縣花蓮市
住宅竊盜,1060702,台南市永康區
住宅竊盜,1060702,新北市三重區
住宅竊盜,1060702,台北市士林區
住宅竊盜,1060702,台南市下營區
住宅竊盜,1060702,彰化縣鹿港鎮
住宅竊盜,1060703,南投縣國姓鄉
住宅竊盜,1060703,新北市板橋區
住宅竊盜,1060703,雲林縣麥寮鄉
住宅竊盜,1060703,台南市北區
住宅竊盜,1060703,桃園市龜山區
住宅竊盜,1060703,台北市北投區
住宅竊盜,1060703,新北市三重區
住宅竊盜,1060703,台中市北區
住宅竊盜,1060703,南投縣鹿谷鄉
住宅竊盜,1060704,雲林縣古坑鄉
住宅竊盜,1060704,雲林縣水林鄉
住宅竊盜,1060704,台南市中西區
住宅竊盜,1060704,雲林縣斗六市
住宅竊盜,1060705,台南市鹽水區
住宅竊盜,1060705,雲林縣林內鄉
住宅竊盜,1060705,台北市內湖區
住宅竊盜,1060705,花蓮縣壽豐鄉
住宅竊盜,1060705,南投縣鹿谷鄉
住宅竊盜,1060705,桃園市桃園區
住宅竊盜,1060706,新北市三芝區
住宅竊盜,1060706,苗栗縣造橋鄉
住宅竊盜,1060706,桃園市龜山區
住宅竊盜,1060706,屏東縣新園鄉
住宅竊盜,1060706,台北市南港區
住宅竊盜,1060706,花蓮縣花蓮市
住宅竊盜,1060706,新北市三重區
住宅竊盜,1060706,澎湖縣馬公市
住宅竊盜,1060706,台北市萬華區
住宅竊盜,1060706,台南市永康區
住宅竊盜,1060707,新竹縣竹東鎮
住宅竊盜,1060707,台南市歸仁區
住宅竊盜,1060707,台南市佳里區
住宅竊盜,1060707,新北市土城區
住宅竊盜,1060707,台北市松山區
住宅竊盜,1060707,高雄市苓雅區
住宅竊盜,1060707,基隆市暖暖區
住宅竊盜,1060707,台南市佳里區
住宅竊盜,1060707,台南市白河區
住宅竊盜,1060707,台南市白河區
住宅竊盜,1060708,新北市新店區
住宅竊盜,1060708,台北市中正區
住宅竊盜,1060708,高雄市湖內區
住宅竊盜,1060708,新竹縣新埔鎮
住宅竊盜,1060708,苗栗縣苑裡鎮
住宅竊盜,1060708,新北市板橋區
住宅竊盜,1060708,新北市新店區
住宅竊盜,1060708,新北市中和區
住宅竊盜,1060708,台北市內湖區
住宅竊盜,1060708,新北市中和區
住宅竊盜,1060709,新北市三重區
住宅竊盜,1060709,台南市白河區
住宅竊盜,1060709,新北市汐止區
住宅竊盜,1060709,台南市學甲區
住宅竊盜,1060709,高雄市鳳山區
住宅竊盜,1060709,台南市白河區
住宅竊盜,1060710,台北市北投區
住宅竊盜,1060710,新北市中和區
住宅竊盜,1060710,台南市中西區
住宅竊盜,1060710,台南市永康區
住宅竊盜,1060710,苗栗縣竹南鎮
住宅竊盜,1060710,苗栗縣竹南鎮
住宅竊盜,1060710,台中市西區
住宅竊盜,1060710,高雄市仁武區
住宅竊盜,1060710,苗栗縣竹南鎮
住宅竊盜,1060710,台北市士林區
住宅竊盜,1060711,台北市士林區
住宅竊盜,1060711,花蓮縣光復鄉
住宅竊盜,1060711,新北市萬里區
住宅竊盜,1060712,台北市大安區
住宅竊盜,1060712,高雄市湖內區
住宅竊盜,1060712,台南市中西區
住宅竊盜,1060712,桃園市龜山區
住宅竊盜,1060712,台中市東區
住宅竊盜,1060712,台北市中山區
住宅竊盜,1060712,高雄市苓雅區
住宅竊盜,1060713,新北市五股區
住宅竊盜,1060713,花蓮縣花蓮市
住宅竊盜,1060713,桃園市龜山區
住宅竊盜,1060713,新竹縣竹北市
住宅竊盜,1060714,台南市佳里區
住宅竊盜,1060714,高雄市苓雅區
住宅竊盜,1060714,新北市板橋區
住宅竊盜,1060714,新北市板橋區
住宅竊盜,1060714,雲林縣虎尾鎮
住宅竊盜,1060714,雲林縣斗南鎮
住宅竊盜,1060714,台北市信義區
住宅竊盜,1060714,台北市松山區
住宅竊盜,1060714,新北市三重區
住宅竊盜,1060714,台南市南化區
住宅竊盜,1060715,新北市板橋區
住宅竊盜,1060715,新竹縣關西鎮
住宅竊盜,1060715,台南市將軍區
住宅竊盜,1060715,桃園市桃園區
住宅竊盜,1060715,台南市白河區
住宅竊盜,1060715,台南市仁德區
住宅竊盜,1060715,桃園市龜山區
住宅竊盜,1060715,基隆市中正區
住宅竊盜,1060715,高雄市旗津區
住宅竊盜,1060715,高雄市美濃區
住宅竊盜,1060715,苗栗縣竹南鎮
住宅竊盜,1060715,桃園市龜山區
住宅竊盜,1060715,新北市三重區
住宅竊盜,1060715,台北市中山區
住宅竊盜,1060715,台中市大甲區
住宅竊盜,1060715,新竹縣竹東鎮
住宅竊盜,1060715,桃園市龜山區
住宅竊盜,1060715,南投縣埔里鎮
住宅竊盜,1060715,高雄市苓雅區
住宅竊盜,1060716,台中市大肚區
住宅竊盜,1060716,桃園市中壢區
住宅竊盜,1060716,花蓮縣壽豐鄉
住宅竊盜,1060716,台北市士林區
住宅竊盜,1060716,新北市板橋區
住宅竊盜,1060716,澎湖縣馬公市
住宅竊盜,1060716,苗栗縣竹南鎮
住宅竊盜,1060717,新北市蘆洲區
住宅竊盜,1060717,桃園市龍潭區
住宅竊盜,1060717,台北市大安區
住宅竊盜,1060717,雲林縣虎尾鎮
住宅竊盜,1060717,新竹市東區
住宅竊盜,1060717,高雄市旗山區
住宅竊盜,1060717,台北市南港區
住宅竊盜,1060717,高雄市苓雅區
住宅竊盜,1060717,台北市內湖區
住宅竊盜,1060718,南投縣草屯鎮
住宅竊盜,1060718,台中市西屯區
住宅竊盜,1060718,台南市歸仁區
住宅竊盜,1060718,台中市西屯區
住宅竊盜,1060718,高雄市美濃區
住宅竊盜,1060718,新竹縣竹東鎮
住宅竊盜,1060718,台南市佳里區
住宅竊盜,1060718,屏東縣新園鄉
住宅竊盜,1060718,新竹縣新埔鎮
住宅竊盜,1060718,基隆市安樂區
住宅竊盜,1060718,高雄市苓雅區
住宅竊盜,1060718,台中市烏日區
住宅竊盜,1060718,台中市東勢區
住宅竊盜,1060718,高雄市美濃區
住宅竊盜,1060719,台南市中西區
住宅竊盜,1060719,台南市白河區
住宅竊盜,1060719,新北市樹林區
住宅竊盜,1060719,新北市板橋區
住宅竊盜,1060719,新北市中和區
住宅竊盜,1060720,高雄市鳳山區
住宅竊盜,1060720,高雄市茄萣區
住宅竊盜,1060720,澎湖縣馬公市
住宅竊盜,1060720,雲林縣虎尾鎮
住宅竊盜,1060720,新北市石門區
住宅竊盜,1060720,台中市北區
住宅竊盜,1060720,台北市士林區
住宅竊盜,1060720,新北市板橋區
住宅竊盜,1060720,基隆市七堵區
住宅竊盜,1060720,台南市永康區
住宅竊盜,1060720,台南市中西區
住宅竊盜,1060720,台北市中正區
住宅竊盜,1060720,苗栗縣頭份市
住宅竊盜,1060720,南投縣名間鄉
住宅竊盜,1060721,台中市南屯區
住宅竊盜,1060721,台中市南屯區
住宅竊盜,1060721,苗栗縣苑裡鎮
住宅竊盜,1060721,苗栗縣竹南鎮
住宅竊盜,1060721,宜蘭縣冬山鄉
住宅竊盜,1060721,台南市歸仁區
住宅竊盜,1060721,台中市北區
住宅竊盜,1060721,新北市中和區
住宅竊盜,1060721,新北市新莊區
住宅竊盜,1060721,屏東縣屏東市
住宅竊盜,1060721,高雄市湖內區
住宅竊盜,1060722,桃園市桃園區
住宅竊盜,1060722,台南市安定區
住宅竊盜,1060722,南投縣埔里鎮
住宅竊盜,1060722,桃園市八德區
住宅竊盜,1060722,雲林縣西螺鎮
住宅竊盜,1060722,台北市士林區
住宅竊盜,1060722,雲林縣林內鄉
住宅竊盜,1060722,金門縣金寧鄉
住宅竊盜,1060722,南投縣埔里鎮
住宅竊盜,1060722,新竹市東區
住宅竊盜,1060722,台北市士林區
住宅竊盜,1060723,台南市永康區
住宅竊盜,1060723,宜蘭縣三星鄉
住宅竊盜,1060723,新北市板橋區
住宅竊盜,1060723,台北市北投區
住宅竊盜,1060723,台南市佳里區
住宅竊盜,1060723,高雄市鳳山區
住宅竊盜,1060723,台北市萬華區
住宅竊盜,1060723,屏東縣屏東市
住宅竊盜,1060723,新北市板橋區
住宅竊盜,1060723,新北市樹林區
住宅竊盜,1060724,嘉義縣竹崎鄉
住宅竊盜,1060724,澎湖縣馬公市
住宅竊盜,1060724,台中市龍井區
住宅竊盜,1060724,新北市中和區
住宅竊盜,1060724,苗栗縣造橋鄉
住宅竊盜,1060724,桃園市龜山區
住宅竊盜,1060724,基隆市中正區
住宅竊盜,1060724,新北市三重區
住宅竊盜,1060724,雲林縣口湖鄉
住宅竊盜,1060724,新竹市東區
住宅竊盜,1060724,高雄市鳳山區
住宅竊盜,1060724,台南市永康區
住宅竊盜,1060724,基隆市暖暖區
住宅竊盜,1060724,宜蘭縣礁溪鄉
住宅竊盜,1060725,屏東縣潮州鎮
住宅竊盜,1060725,台北市北投區
住宅竊盜,1060725,彰化縣線西鄉
住宅竊盜,1060725,台北市信義區
住宅竊盜,1060725,台北市大安區
住宅竊盜,1060725,台中市東區
