type,oc_dt,oc_p1
案類,發生日期,發生地點
住宅竊盜,1050401,雲林縣西螺鎮
住宅竊盜,1050401,桃園市楊梅區
住宅竊盜,1050401,台南市新化區
住宅竊盜,1050401,嘉義縣民雄鄉
住宅竊盜,1050401,桃園市桃園區
住宅竊盜,1050401,台北市信義區
住宅竊盜,1050401,新北市樹林區
住宅竊盜,1050401,宜蘭縣頭城鎮
住宅竊盜,1050401,金門縣金寧鄉
住宅竊盜,1050401,新北市中和區
住宅竊盜,1050401,新竹縣竹東鎮
住宅竊盜,1050401,高雄市路竹區
住宅竊盜,1050401,台北市萬華區
住宅竊盜,1050401,新北市三重區
住宅竊盜,1050402,新北市瑞芳區
住宅竊盜,1050402,新北市永和區
住宅竊盜,1050402,台北市信義區
住宅竊盜,1050402,台南市永康區
住宅竊盜,1050402,新北市中和區
住宅竊盜,1050402,南投縣草屯鎮
住宅竊盜,1050402,新北市新店區
住宅竊盜,1050402,台中市潭子區
住宅竊盜,1050402,金門縣金湖鎮
住宅竊盜,1050402,台南市南區
住宅竊盜,1050403,台北市萬華區
住宅竊盜,1050403,台北市北投區
住宅竊盜,1050403,雲林縣麥寮鄉
住宅竊盜,1050403,桃園市中壢區
住宅竊盜,1050403,台北市萬華區
住宅竊盜,1050403,台北市萬華區
住宅竊盜,1050403,新竹縣關西鎮
住宅竊盜,1050403,台南市安南區
住宅竊盜,1050403,新竹縣新豐鄉
住宅竊盜,1050403,南投縣集集鎮
住宅竊盜,1050403,新北市三重區
住宅竊盜,1050404,台北市北投區
住宅竊盜,1050404,新北市深坑區
住宅竊盜,1050404,新北市中和區
住宅竊盜,1050404,台北市北投區
住宅竊盜,1050404,澎湖縣白沙鄉
住宅竊盜,1050404,台南市永康區
住宅竊盜,1050404,新竹縣芎林鄉
住宅竊盜,1050404,新北市永和區
住宅竊盜,1050404,桃園市楊梅區
住宅竊盜,1050404,新北市新莊區
住宅竊盜,1050404,雲林縣麥寮鄉
住宅竊盜,1050405,澎湖縣白沙鄉
住宅竊盜,1050405,新北市板橋區
住宅竊盜,1050405,新北市蘆洲區
住宅竊盜,1050405,新竹縣竹東鎮
住宅竊盜,1050405,台南市中西區
住宅竊盜,1050405,台北市大安區
住宅竊盜,1050405,新北市新莊區
住宅竊盜,1050405,屏東縣屏東市
住宅竊盜,1050405,屏東縣萬丹鄉
住宅竊盜,1050405,新北市土城區
住宅竊盜,1050406,新北市板橋區
住宅竊盜,1050406,嘉義市西區
住宅竊盜,1050406,基隆市暖暖區
住宅竊盜,1050406,台南市新營區
住宅竊盜,1050407,南投縣南投市
住宅竊盜,1050407,屏東縣恆春鎮
住宅竊盜,1050407,南投縣埔里鎮
住宅竊盜,1050407,台北市文山區
住宅竊盜,1050407,新北市中和區
住宅竊盜,1050407,彰化縣彰化市
住宅竊盜,1050407,新竹縣竹東鎮
住宅竊盜,1050407,屏東縣萬丹鄉
住宅竊盜,1050407,台東縣太麻里鄉
住宅竊盜,1050407,新竹市北區
住宅竊盜,1050407,台北市中正區
住宅竊盜,1050407,苗栗縣後龍鎮
住宅竊盜,1050407,台中市新社區
住宅竊盜,1050408,台北市南港區
住宅竊盜,1050408,宜蘭縣礁溪鄉
住宅竊盜,1050408,新北市鶯歌區
住宅竊盜,1050408,台北市松山區
住宅竊盜,1050408,新北市板橋區
住宅竊盜,1050408,台北市大同區
住宅竊盜,1050408,新北市土城區
住宅竊盜,1050408,彰化縣和美鎮
住宅竊盜,1050408,南投縣名間鄉
住宅竊盜,1050408,彰化縣彰化市
住宅竊盜,1050408,苗栗縣後龍鎮
住宅竊盜,1050408,台南市玉井區
住宅竊盜,1050408,新北市板橋區
住宅竊盜,1050408,新竹縣新埔鎮
住宅竊盜,1050409,台南市下營區
住宅竊盜,1050409,台北市萬華區
住宅竊盜,1050409,新北市新莊區
住宅竊盜,1050409,台南市學甲區
住宅竊盜,1050409,台中市北區
住宅竊盜,1050409,新竹市香山區
住宅竊盜,1050409,新北市三重區
住宅竊盜,1050409,台中市北屯區
住宅竊盜,1050410,新北市中和區
住宅竊盜,1050410,桃園市八德區
住宅竊盜,1050410,彰化縣埔心鄉
住宅竊盜,1050410,新北市中和區
住宅竊盜,1050410,台北市內湖區
住宅竊盜,1050410,台北市文山區
住宅竊盜,1050410,台北市松山區
住宅竊盜,1050411,屏東縣潮州鎮
住宅竊盜,1050411,新竹縣湖口鄉
住宅竊盜,1050411,新北市三重區
住宅竊盜,1050411,基隆市信義區
住宅竊盜,1050411,新北市板橋區
住宅竊盜,1050411,高雄市鳳山區
住宅竊盜,1050411,新北市新莊區
住宅竊盜,1050411,台南市南區
住宅竊盜,1050411,桃園市新屋區
住宅竊盜,1050411,桃園市龜山區
住宅竊盜,1050411,台北市內湖區
住宅竊盜,1050412,苗栗縣後龍鎮
住宅竊盜,1050412,新北市蘆洲區
住宅竊盜,1050412,台南市新化區
住宅竊盜,1050412,苗栗縣苗栗市
住宅竊盜,1050412,高雄市美濃區
住宅竊盜,1050412,雲林縣元長鄉
住宅竊盜,1050412,新北市永和區
住宅竊盜,1050412,新北市永和區
住宅竊盜,1050413,桃園市蘆竹區
住宅竊盜,1050413,台南市南區
住宅竊盜,1050413,台南市永康區
住宅竊盜,1050413,新北市永和區
住宅竊盜,1050413,雲林縣西螺鎮
住宅竊盜,1050413,台北市士林區
住宅竊盜,1050413,新北市萬里區
住宅竊盜,1050413,台南市永康區
住宅竊盜,1050414,台北市士林區
住宅竊盜,1050414,澎湖縣馬公市
住宅竊盜,1050414,彰化縣和美鎮
住宅竊盜,1050414,桃園市楊梅區
住宅竊盜,1050414,桃園市楊梅區
住宅竊盜,1050414,嘉義縣中埔鄉
住宅竊盜,1050414,宜蘭縣蘇澳鎮
住宅竊盜,1050414,雲林縣莿桐鄉
住宅竊盜,1050414,桃園市蘆竹區
住宅竊盜,1050414,新竹市東區
住宅竊盜,1050414,台北市松山區
住宅竊盜,1050414,苗栗縣頭份市
住宅竊盜,1050414,台中市豐原區
住宅竊盜,1050414,桃園市平鎮區
住宅竊盜,1050414,高雄市大寮區
住宅竊盜,1050414,台北市中山區
住宅竊盜,1050414,新北市新店區
住宅竊盜,1050414,新北市板橋區
住宅竊盜,1050414,嘉義市西區
住宅竊盜,1050414,新北市中和區
住宅竊盜,1050415,桃園市中壢區
住宅竊盜,1050415,桃園市龜山區
住宅竊盜,1050415,新北市土城區
住宅竊盜,1050415,高雄市路竹區
住宅竊盜,1050415,台北市大安區
住宅竊盜,1050415,雲林縣虎尾鎮
住宅竊盜,1050415,新竹縣湖口鄉
住宅竊盜,1050415,桃園市桃園區
住宅竊盜,1050415,台中市南屯區
住宅竊盜,1050415,桃園市中壢區
住宅竊盜,1050415,新北市深坑區
住宅竊盜,1050416,新北市新莊區
住宅竊盜,1050416,新北市板橋區
住宅竊盜,1050416,新北市土城區
住宅竊盜,1050416,新北市中和區
住宅竊盜,1050416,台北市士林區
住宅竊盜,1050416,新北市板橋區
住宅竊盜,1050416,彰化縣彰化市
住宅竊盜,1050416,彰化縣彰化市
住宅竊盜,1050416,台北市北投區
住宅竊盜,1050416,台北市中正區
住宅竊盜,1050416,台南市中西區
住宅竊盜,1050416,新北市板橋區
住宅竊盜,1050416,新北市中和區
住宅竊盜,1050416,高雄市鳳山區
住宅竊盜,1050417,苗栗縣大湖鄉
住宅竊盜,1050417,桃園市蘆竹區
住宅竊盜,1050417,彰化縣田尾鄉
住宅竊盜,1050417,新北市板橋區
住宅竊盜,1050417,台南市永康區
住宅竊盜,1050417,台南市中西區
住宅竊盜,1050417,嘉義縣中埔鄉
住宅竊盜,1050418,台中市潭子區
住宅竊盜,1050418,花蓮縣花蓮市
住宅竊盜,1050418,新北市三重區
住宅竊盜,1050418,台中市南屯區
住宅竊盜,1050418,桃園市桃園區
住宅竊盜,1050418,新北市新店區
住宅竊盜,1050418,新北市板橋區
