type,oc_dt,oc_p1
案類,發生日期,發生地點
住宅竊盜,1051001,台南市中西區
住宅竊盜,1051001,台南市白河區
住宅竊盜,1051001,台北市中正區
住宅竊盜,1051001,新北市林口區
住宅竊盜,1051001,台中市西屯區
住宅竊盜,1051001,台中市東區
住宅竊盜,1051001,高雄市燕巢區
住宅竊盜,1051001,南投縣埔里鎮
住宅竊盜,1051001,新北市三重區
住宅竊盜,1051001,台北市內湖區
住宅竊盜,1051001,桃園市新屋區
住宅竊盜,1051001,台東縣台東市
住宅竊盜,1051002,台北市南港區
住宅竊盜,1051002,金門縣金湖鎮
住宅竊盜,1051002,台南市東區
住宅竊盜,1051002,基隆市仁愛區
住宅竊盜,1051002,台北市南港區
住宅竊盜,1051003,新北市新店區
住宅竊盜,1051003,新北市三重區
住宅竊盜,1051003,新北市中和區
住宅竊盜,1051003,台南市永康區
住宅竊盜,1051003,基隆市信義區
住宅竊盜,1051004,花蓮縣花蓮市
住宅竊盜,1051004,台中市南屯區
住宅竊盜,1051004,台北市士林區
住宅竊盜,1051004,新北市板橋區
住宅竊盜,1051004,高雄市阿蓮區
住宅竊盜,1051004,嘉義縣六腳鄉
住宅竊盜,1051004,嘉義縣竹崎鄉
住宅竊盜,1051004,連江縣南竿鄉
住宅竊盜,1051004,新竹市東區
住宅竊盜,1051004,高雄市鳳山區
住宅竊盜,1051004,台北市萬華區
住宅竊盜,1051005,南投縣埔里鎮
住宅竊盜,1051005,澎湖縣白沙鄉
住宅竊盜,1051005,桃園市桃園區
住宅竊盜,1051005,新北市永和區
住宅竊盜,1051005,台北市信義區
住宅竊盜,1051006,新北市中和區
住宅竊盜,1051006,新北市板橋區
住宅竊盜,1051006,台北市內湖區
住宅竊盜,1051006,新北市樹林區
住宅竊盜,1051006,雲林縣斗六市
住宅竊盜,1051006,台北市內湖區
住宅竊盜,1051006,台北市中正區
住宅竊盜,1051006,台南市龍崎區
住宅竊盜,1051007,台北市士林區
住宅竊盜,1051007,金門縣金湖鎮
住宅竊盜,1051007,新北市深坑區
住宅竊盜,1051007,苗栗縣南庄鄉
住宅竊盜,1051007,新北市新莊區
住宅竊盜,1051007,台中市南區
住宅竊盜,1051007,基隆市中正區
住宅竊盜,1051007,雲林縣水林鄉
住宅竊盜,1051007,高雄市鳳山區
住宅竊盜,1051007,台北市萬華區
住宅竊盜,1051007,台北市中山區
