type,oc_dt,oc_p1
案類,發生日期,發生地點
住宅竊盜,1041001,台北市士林區
住宅竊盜,1041001,新竹市東區
住宅竊盜,1041001,嘉義市西區
住宅竊盜,1041001,新北市板橋區
住宅竊盜,1041001,新北市板橋區
住宅竊盜,1041001,彰化縣彰化市
住宅竊盜,1041001,基隆市七堵區
住宅竊盜,1041001,桃園市龜山區
住宅竊盜,1041001,南投縣埔里鎮
住宅竊盜,1041002,新北市新莊區
住宅竊盜,1041002,彰化縣員林市
住宅竊盜,1041002,宜蘭縣宜蘭市
住宅竊盜,1041002,嘉義市東區
住宅竊盜,1041002,台北市萬華區
住宅竊盜,1041002,新北市烏來區
住宅竊盜,1041002,花蓮縣新城鄉
住宅竊盜,1041002,新竹市北區
住宅竊盜,1041003,新北市淡水區
住宅竊盜,1041003,台北市中山區
住宅竊盜,1041003,台北市內湖區
住宅竊盜,1041003,彰化縣田中鎮
住宅竊盜,1041003,花蓮縣吉安鄉
住宅竊盜,1041003,澎湖縣馬公市
住宅竊盜,1041003,台北市萬華區
住宅竊盜,1041003,新竹市東區
住宅竊盜,1041004,新北市汐止區
住宅竊盜,1041004,澎湖縣七美鄉
住宅竊盜,1041004,苗栗縣竹南鎮
住宅竊盜,1041004,台南市永康區
住宅竊盜,1041004,南投縣國姓鄉
住宅竊盜,1041004,雲林縣莿桐鄉
住宅竊盜,1041004,屏東縣春日鄉
住宅竊盜,1041004,雲林縣莿桐鄉
住宅竊盜,1041005,桃園市觀音區
住宅竊盜,1041005,台北市松山區
住宅竊盜,1041005,新北市中和區
住宅竊盜,1041005,新北市永和區
住宅竊盜,1041005,台南市學甲區
住宅竊盜,1041005,新北市板橋區
住宅竊盜,1041005,新北市板橋區
住宅竊盜,1041005,台中市大雅區
住宅竊盜,1041005,台南市安南區
住宅竊盜,1041005,新北市新莊區
住宅竊盜,1041005,新北市中和區
住宅竊盜,1041005,新北市板橋區
住宅竊盜,1041005,新北市板橋區
住宅竊盜,1041005,新北市三芝區
住宅竊盜,1041006,新北市永和區
住宅竊盜,1041006,苗栗縣竹南鎮
住宅竊盜,1041006,雲林縣水林鄉
住宅竊盜,1041006,台南市七股區
住宅竊盜,1041006,新竹市東區
住宅竊盜,1041006,新北市永和區
住宅竊盜,1041006,台南市北門區
住宅竊盜,1041006,台南市永康區
住宅竊盜,1041006,屏東縣恆春鎮
住宅竊盜,1041006,台北市萬華區
住宅竊盜,1041006,台南市永康區
住宅竊盜,1041006,台北市大同區
住宅竊盜,1041006,屏東縣竹田鄉
住宅竊盜,1041006,台南市將軍區
住宅竊盜,1041006,南投縣埔里鎮
住宅竊盜,1041007,新竹市北區
住宅竊盜,1041007,苗栗縣銅鑼鄉
住宅竊盜,1041007,新北市樹林區
住宅竊盜,1041007,台北市信義區
住宅竊盜,1041007,台南市永康區
住宅竊盜,1041007,台北市文山區
住宅竊盜,1041007,苗栗縣後龍鎮
住宅竊盜,1041007,基隆市中正區
住宅竊盜,1041007,新竹縣新豐鄉
住宅竊盜,1041007,新北市永和區
住宅竊盜,1041007,花蓮縣花蓮市
住宅竊盜,1041007,新北市中和區
住宅竊盜,1041007,台北市北投區
住宅竊盜,1041007,台北市中山區
住宅竊盜,1041007,新北市林口區
住宅竊盜,1041008,台南市永康區
住宅竊盜,1041008,台中市西區
住宅竊盜,1041008,新北市汐止區
住宅竊盜,1041008,苗栗縣苗栗市
住宅竊盜,1041008,花蓮縣花蓮市
住宅竊盜,1041008,雲林縣水林鄉
住宅竊盜,1041008,台南市歸仁區
住宅竊盜,1041008,基隆市中正區
住宅竊盜,1041008,基隆市中山區
住宅竊盜,1041009,雲林縣斗六市
住宅竊盜,1041009,台南市北區
住宅竊盜,1041009,南投縣水里鄉
住宅竊盜,1041009,新北市新莊區
住宅竊盜,1041009,苗栗縣卓蘭鎮
住宅竊盜,1041009,南投縣草屯鎮
住宅竊盜,1041009,新竹縣竹東鎮
住宅竊盜,1041009,嘉義縣太保市
住宅竊盜,1041009,台北市萬華區
住宅竊盜,1041010,新北市蘆洲區
住宅竊盜,1041010,雲林縣虎尾鎮
住宅竊盜,1041010,花蓮縣吉安鄉
住宅竊盜,1041010,苗栗縣竹南鎮
住宅竊盜,1041010,桃園市觀音區
住宅竊盜,1041010,高雄市路竹區
住宅竊盜,1041010,桃園市中壢區
住宅竊盜,1041010,台中市南區
住宅竊盜,1041011,宜蘭縣冬山鄉
住宅竊盜,1041011,桃園市桃園區
住宅竊盜,1041011,屏東縣屏東市
住宅竊盜,1041011,台北市信義區
住宅竊盜,1041011,台北市內湖區
住宅竊盜,1041011,桃園市中壢區
住宅竊盜,1041012,彰化縣鹿港鎮
住宅竊盜,1041012,台南市安南區
住宅竊盜,1041012,雲林縣二崙鄉
住宅竊盜,1041012,基隆市七堵區
住宅竊盜,1041012,新北市中和區
住宅竊盜,1041012,南投縣水里鄉
住宅竊盜,1041012,新北市土城區
住宅竊盜,1041012,台中市中區
住宅竊盜,1041012,桃園市桃園區
住宅竊盜,1041013,雲林縣北港鎮
住宅竊盜,1041013,桃園市桃園區
住宅竊盜,1041013,新北市三重區
住宅竊盜,1041013,桃園市桃園區
住宅竊盜,1041013,雲林縣麥寮鄉
住宅竊盜,1041013,台北市文山區
住宅竊盜,1041013,桃園市八德區
住宅竊盜,1041013,台北市信義區
住宅竊盜,1041013,南投縣竹山鎮
住宅竊盜,1041013,新北市新莊區
住宅竊盜,1041013,台南市白河區
住宅竊盜,1041013,台北市松山區
住宅竊盜,1041014,高雄市美濃區
住宅竊盜,1041014,新北市永和區
住宅竊盜,1041014,台中市南屯區
住宅竊盜,1041014,台南市玉井區
住宅竊盜,1041014,台中市烏日區
住宅竊盜,1041014,屏東縣屏東市
住宅竊盜,1041014,新北市板橋區
住宅竊盜,1041015,南投縣名間鄉
住宅竊盜,1041015,新北市三重區
住宅竊盜,1041015,新北市土城區
住宅竊盜,1041015,澎湖縣馬公市
住宅竊盜,1041016,屏東縣竹田鄉
住宅竊盜,1041016,新北市鶯歌區
住宅竊盜,1041016,新北市板橋區
住宅竊盜,1041016,基隆市七堵區
住宅竊盜,1041016,新北市三重區
住宅竊盜,1041016,雲林縣西螺鎮
住宅竊盜,1041016,新北市板橋區
住宅竊盜,1041017,台南市永康區
住宅竊盜,1041017,宜蘭縣冬山鄉
住宅竊盜,1041017,台南市學甲區
住宅竊盜,1041017,雲林縣麥寮鄉
住宅竊盜,1041017,雲林縣元長鄉
住宅竊盜,1041017,宜蘭縣羅東鎮
住宅竊盜,1041017,雲林縣虎尾鎮
住宅竊盜,1041017,台南市安平區
住宅竊盜,1041018,台中市豐原區
住宅竊盜,1041018,台北市萬華區
住宅竊盜,1041018,台北市中正區
住宅竊盜,1041018,台中市東區
住宅竊盜,1041018,新竹縣竹東鎮
住宅竊盜,1041019,嘉義縣民雄鄉
住宅竊盜,1041019,台北市萬華區
住宅竊盜,1041019,南投縣集集鎮
住宅竊盜,1041019,南投縣南投市
住宅竊盜,1041019,苗栗縣苗栗市
住宅竊盜,1041019,台南市東山區
住宅竊盜,1041019,台南市新營區
住宅竊盜,1041019,新竹縣橫山鄉
住宅竊盜,1041019,台北市中正區
住宅竊盜,1041019,新北市中和區
住宅竊盜,1041019,台南市安平區
住宅竊盜,1041019,台南市中西區
住宅竊盜,1041019,新北市中和區
住宅竊盜,1041020,苗栗縣頭份市
住宅竊盜,1041020,台北市大同區
住宅竊盜,1041020,高雄市新興區
住宅竊盜,1041020,台北市大同區
