type,oc_dt,oc_p1
案類,發生日期,發生地點
住宅竊盜,1060401,宜蘭縣羅東鎮
住宅竊盜,1060401,花蓮縣秀林鄉
住宅竊盜,1060401,台中市清水區
住宅竊盜,1060401,彰化縣埔鹽鄉
住宅竊盜,1060401,新北市瑞芳區
住宅竊盜,1060401,嘉義市西區
住宅竊盜,1060401,彰化縣埔心鄉
住宅竊盜,1060401,台南市永康區
住宅竊盜,1060401,台東縣鹿野鄉
住宅竊盜,1060401,新北市新莊區
住宅竊盜,1060401,雲林縣北港鎮
住宅竊盜,1060401,彰化縣溪州鄉
住宅竊盜,1060401,宜蘭縣羅東鎮
住宅竊盜,1060401,台北市文山區
住宅竊盜,1060401,新北市三重區
住宅竊盜,1060401,台南市佳里區
住宅竊盜,1060401,新北市平溪區
住宅竊盜,1060402,新北市新店區
住宅竊盜,1060402,新北市新莊區
住宅竊盜,1060402,雲林縣斗六市
住宅竊盜,1060402,新北市三重區
住宅竊盜,1060402,新北市板橋區
住宅竊盜,1060403,桃園市桃園區
住宅竊盜,1060403,苗栗縣竹南鎮
住宅竊盜,1060403,花蓮縣玉里鎮
住宅竊盜,1060403,新北市新莊區
住宅竊盜,1060403,台南市北區
住宅竊盜,1060404,苗栗縣通霄鎮
住宅竊盜,1060404,新北市三重區
住宅竊盜,1060404,新北市五股區
住宅竊盜,1060404,台南市仁德區
住宅竊盜,1060404,新竹市北區
住宅竊盜,1060404,苗栗縣大湖鄉
住宅竊盜,1060404,台北市北投區
住宅竊盜,1060404,花蓮縣花蓮市
住宅竊盜,1060404,桃園市中壢區
住宅竊盜,1060405,台北市松山區
住宅竊盜,1060405,苗栗縣後龍鎮
住宅竊盜,1060405,彰化縣芬園鄉
住宅竊盜,1060405,高雄市美濃區
住宅竊盜,1060405,台北市中正區
住宅竊盜,1060405,南投縣草屯鎮
住宅竊盜,1060405,新北市板橋區
住宅竊盜,1060405,新北市板橋區
住宅竊盜,1060406,新竹市北區
住宅竊盜,1060406,苗栗縣竹南鎮
住宅竊盜,1060406,台南市六甲區
住宅竊盜,1060406,新北市土城區
住宅竊盜,1060406,台北市內湖區
住宅竊盜,1060406,新北市新店區
住宅竊盜,1060406,新北市永和區
住宅竊盜,1060406,台中市霧峰區
住宅竊盜,1060406,新北市板橋區
住宅竊盜,1060406,高雄市左營區
住宅竊盜,1060406,台北市松山區
住宅竊盜,1060406,新北市三重區
住宅竊盜,1060407,台南市麻豆區
住宅竊盜,1060407,苗栗縣通霄鎮
住宅竊盜,1060407,新北市新莊區
住宅竊盜,1060407,台南市仁德區
住宅竊盜,1060407,台南市仁德區
住宅竊盜,1060407,新北市土城區
住宅竊盜,1060407,雲林縣西螺鎮
住宅竊盜,1060408,新北市中和區
住宅竊盜,1060408,新北市中和區
住宅竊盜,1060408,新北市蘆洲區
住宅竊盜,1060408,宜蘭縣宜蘭市
住宅竊盜,1060408,高雄市杉林區
住宅竊盜,1060408,新北市中和區
住宅竊盜,1060408,新北市板橋區
住宅竊盜,1060408,台南市北區
